movieId,released,title,actors,director,genres,imdbRating,Name,Movie_Info
91690,2012-03-16,Friends with Kids,Jennifer Westfeldt|Chris O'Dowd|Adam Scott|Maya Rudolph,Jennifer Westfeldt,Comedy,6.2,Friends with Kids,"When the scene showing Julie Keller's (Jennifer Westfeldt) birthday was shot, it was done so on Jennifer Westfeldt's actual birthday.,When Jason describes his girlfriend Mary Jane to Julie and insists that she should meet her, while leaving the house Julie's white scarf is tied in one scene and untied in the next scene.,Jason Fryman: You think that we don't love each other? You know, I have loved this girl for nineteen years, Ben. That is fully half my life. I know everything there is to know about her. I know the mood she's in when she wakes up in the morning - always happy, ready for the day. Can you imagine? I know that she is honest; she won't even take the little shampoo bottles from the hotel room, or sneak into the movie theater for a double feature. She always buys a second ticket. Always. I know that we have the same values, we have the same taste, we have the same sense of humor. I know that we both think that organized religion is completely full of shit. I know that if she is ever paralyzed from the neck down, she would like me to unplug her - and I will. I know her position on just about everything, and I am on board. I am on board with everything about her, so you tell me, Ben. What better woman could I have picked to be the mother of my child?,Featured in The Tonight Show with Jay Leno: Episode #20.97 (2012),Hotel Song
Written by Regina Spektor
Performed by Regina Spektor
Courtesy of Warner Bros. Records Inc.
By arrangement with Warner Music Group Film & TV Licensing,Friends with Kids is about choosing an alternative lifestyle while conforming with society. It doesn't work. The premise of the movie is a great idea, and the story has a funny drama-like feel to it which is entertaining.

However, the scenario takes a dive after the ski weekend, because we go right back to the pre-chewed romantic drivel that most Hollywood chick flick try to sell us. The very end particularly could have come from any brainwashed hack of a writer. Very disappointing.

If they could have come up with a good third act, it would have been an amazing movie because the cast is outrageous, the dialogs are good, and the film is well put together.,"
91842,2012-01-13,Contraband,Kate Beckinsale|Ben Foster|Giovanni Ribisi|Mark Wahlberg,Baltasar Kormákur,Crime|Action|Thriller|Drama,6.5,Contraband,"In a scene at the harbor, Kate Beckinsale is required to say goodbye to Mark Wahlberg, put their kids in the car, and drive away. Only when they came to shoot the scene did the producers learn that Kate doesn't drive.,Captain Camp would not have been at the helm while his ship was passing through the Panama Canal. Panama Canal pilots take over the ship during passage.,Chris Farraday: [to Tim] You think you're the only guy with a fucking gun?,""The Department of Homeland Security's cooperation and assistance does not reflect an endorsement of the contents of the Production"",Featured in Chelsea Lately: Episode #6.9 (2012),Don't Break the Needle
Written by J. Roddy Walston (as J Roddy Walston)
Performed by J. Roddy Walston & The Business (as J Roddy Walston and The Business)
Courtesy of Vagrant Records and Fairfax Recordings,Mark Wahlberg is back to his roots in something he is good in and probably wants to be in. This is basically a smuggling movie with a bit of heist in it and it trying to go in a gritty direction when it comes to the smuggling business. So Chris Farraday(Mark Wahlberg) has a wife and kids and running a legal business until his wife's brother Andy tries to get into the smuggling business and screws it up. And gets in debt with Tim Briggs(Giovanni Ribisi) and so Chris has to get back into smuggling in order to pay off Andy's debt. So Chris Farraday is this big shot top of the top when it comes to smuggling back in the day, but he just makes obvious mistakes in this movie. For someone who gone a long way depending on his wits doesn't seem that bright in this movie sometimes. Kate Beckinsale is alright in this playing Chris's wife but nothing much, and her name is Kate in this as well. Ben Foster plays a friend of Chris Farraday and from his past movies he is pretty good at playing the sidekick/friend that is sorta complex and is unclear about his motives sometimes. And he plays that similar character well in this. The movie starts off alright and the smuggling mission is done alright but nothing new but the movie just seemed absurd and stupid when it came to Chris Farraday's family constantly getting threatened while Chris is away on the smuggling mission. Anyways there is just nothing new or innovative about this movie and there isn't really anything that will really grab your attention and interest from beginning to the end. Even the ending is super cliché, especially for a movie that does these sharp in and out camera shots to make it seem gritty. The movie just gets tiresome after about an hour and 15 minutes in. It's worth seeing if there isn't anything else that is good but nothing special either.

6.1/10,"
93242,2012-02-24,Gone,Sebastian Stan|Jennifer Carpenter|Amanda Seyfried|Daniel Sunjata,Heitor Dhalia,Thriller|Drama,5.9,Gone,"Ben Affleck postponed directing Live by Night (2016) in order to work on this film with David Fincher, even stating, ""He's the only director I've met who can do everybody else's job better than they could."" On-set one day, Affleck changed the lens setting on a camera an almost indiscernible amount, betting a crew member that Fincher wouldn't notice. Affleck lost the bet as Fincher brought up, ""Why does the camera look a little dim?"",In a flashback to 2010, Nick Dunne is shown playing Battlefield 3 (2011), which was released a year later.,[last lines]
Nick Dunne: What are you thinking? How are you feeling? What have we done to each other? What will we do?,Instead of the traditional 20th Century Fox music that accompanies the logo in the beginning usually, a track from the soundtrack, ""What Have We Done to Each Other?"" (the first track) plays while the logo is shown, and continues through the Regency logo and the movie's opening credits.,Featured in The Tonight Show Starring Jimmy Fallon: Chris Pratt/Rosamund Pike/John Mellencamp (2014),Saved by Zero
Written by Adam Woods, Alfred Agius, Cy Curnin (as Cyril Curnin), James West-Oram & Peter Greenall
Performed by The Fixx
Courtesy of Geffen Records
Under license from Universal Music Enterprises,Amy and Nick Dunne are young, stylish and charming. The immaculate dream couple? It seems so, at least on the face of it. But infidelity and financial troubles let the glamorous façade crumble. One morning, Amy disappears without a trace, and Nick becomes suspect. Did he kill his wife? The media depict him as an uncaring husband, and he's trying desperately to correct that image. But what if he really is the murderer everyone believes him to be?

""Gone Girl"", based on the Gillian Flynn novel of the same name, is a masterful thriller, a sharp-sighted media satire and a cynical analysis of modern marriage. Flynn herself wrote the screenplay for the movie adaptation, and David Fincher turns the already disturbing story into something even darker. ""Gone Girl"" is a perfect fit for Fincher, as it is concerned with two of his favorite themes: gender issues and modern media. The main topic here is how the media are shaping our own identities. Nick Dunne has to adapt to the expectations of the public in order to survive. As his lawyer Tanner Bolt puts it: ""This case is about what people think of you.""

Amy and Nick both just play a character. They pretend to be a perfect couple. The movie suggests that pretending and being are not as far apart as we tend to think. When everyone plays along, the shallow masks are going to work. The much-maligned ending underlines this insight perfidiously. It's the point where ""Gone Girl"" becomes a pitch-black social satire. The last act isn't a thriller anymore, it's a grotesque caricature of modern relationships. I've never seen anything like it, and I can't praise Fincher enough for the risk he took with the last half an hour of this movie.

Ben Affleck is great as the insipid husband Nick. You love to hate him. Rosamund Pike is simply mind-blowing. You'll also see Neil Patrick Harris and Tyler Perry in unusual roles. My personal favorite is Carrie Coon as Nick's caring yet foul-mouthed sister Margo. She's the heart of this movie, because unlike everyone else, she genuinely speaks her mind. Kim Dickens as the clever detective Rhonda Boney is pretty approachable, too.

""Gone Girl"" might be Fincher's most splendid masterpiece yet. This movie is so unsettling and cynical, it feels like it was directed by the love child of Alfred Hitchcock and Lars von Trier. If that's not awesome, I don't know what is.,"
93265,2011-09-30,Courageous,Ken Bevel|Alex Kendrick|Kevin Downes|Renee Jewell,Alex Kendrick,Drama,7.0,Courageous,"While filming at the dark house where Adam and Shane search for the suspects, there was a real gang nearby who got used to them being there, thinking they were only actors, but there were a few real officers with them who carried out a real arrest during a drug deal while filming was going on.,When the thug is put into the back of the squad car with Javier, the boom mic is reflected in the car's rear window.,Pastor Hunt: I have heard many people say, who have lost a loved one, that in some ways it is like learning to live with an amputation. You do heal, but you are never the same.,Referenced in Faith Based (2020),Your Love
(Brandon Heath, Jason Ingram)
(c) 2010 Sony/ATV Cross Keys Publishing/Big Skwawka Music (ASCAP)
All rights on behalf of Sony/ATV Cross Keys Publishing and Big Swawka Music admin. By Sony/ATV Timber Publishing/West Main Music/Windsor Hill Music (SESAC).
Performed by,This is the second movie this year I've seen that frequently mentions God in addressing issues of faith, the first being The Grace Card. This one concerns four cops and one laborer being tested on their beliefs. At least one of them has an addiction and another is challenged before a possible promotion. And one more has a family tragedy. But, for the most part, they managed to survive and become even stronger from their decisions. Quite inspirational and occasionally funny too. And, yes, there are some heroic action scenes as well to keep things exciting. Really, I wasn't initially sure I'd really like this one especially when I was able to predict some scenes and lines but, overall, I highly recommend this to anyone who likes a good drama with a fine lesson.,Your guide to all the new movies and shows streaming on Prime Video in the US this month.,"
93443,2012-02-24,Goon,Seann William Scott|Jay Baruchel|Alison Pill|Liev Schreiber,Michael Dowse,Drama|Comedy,6.8,Goon,"The film is based on the book ""Goon: The True Story of an Unlikely Journey into Minor League Hockey"" by Adam Frattasio and Douglas Smith. Footage from Smith's career as a hockey enforcer is shown during the films credits.,Many of the fans in the stands are clearly cardboard cutouts.,Marco: Two rules, man: Stay away from my fuckin' percocets and do you have any fucking percocets, man?,Footage of Douglas Smith as an ice hockey enforcer, on whose autobiography this is based, is shown towards the end of the closing credits.,Featured in Great Movie Mistakes IV (2012),Turandot / Act 3: Diecimila Anni Al Nostre Imperatore
Written by Giacomo Puccini
Performed by Malga Philharmonic Orchestra
Courtesy of Naxos,One of my all-time favorite comedies is Slap Shot, so I had at least a marginal interest in seeing Goon. After reading a recent interview with Baruchel in the Vancouver Sun, the movie sounded like it just might have the heart to carry the flame that Slap Shot lit. Sure, no question, Goon comes off as somewhat of an homage, but it's done right, not overtly, balancing the necessary brutality and tastelessness with just enough sweetness. Which is a hell of a lot more than I can say for that pitiful attempt at a Slap Shot sequel.

I'm also not usually a fan of Seann William Scott's typecast everybrah, but his portrayal of Dougie Glatt as a soft-spoken and polite bruiser really is charming. The movie's not without its flaws: Sure, Baruchel's character is irritating and barely necessary, and Eugene Levy is tragically underused, and the subplot with the love interest is kinda out-of-place, but I overlooked those things because the meat of the movie is gold. The comedy is solid, the teammate/coach characters are amazing, and the film's sheer love of the game really, really shines through.

So my recommendation is ya pick up a twelve of Moosehead, throw on your old Chiefs jersey, and hunker down for a lot of laughs.,"
93855,2012-05-31,God Bless America,Joel Murray|Melinda Page Hamilton|Mackenzie Brooke Smith|Tara Lynne Barr,Bobcat Goldthwait,Drama|Comedy,7.3,God Bless America,"When Frank is buying the AK-47, the dealer describes it as ""The very best there is. When you absolutely, positively got to kill every motherfucker in the room, accept no substitutes."" This is the same way Samuel L. Jackson's character describes an AK-47 in the beginning of the Quentin Tarantino film Jackie Brown (1997).,When Frank steals his neighbor's car and heads to Virginia, he can be seen driving north on Interstate 81 in Syracuse when he should be going south.,Frank: Oh, I get, and I am offended. Not because I've got a problem with bitter, predictable, whiny, millionaire disk jockeys complaining about celebrities or how tough their life is, while I live in an apartment with paper-thin walls next to a couple of Neanderthals who, instead of a baby, decided to give birth to some kind of nocturnal civil defense air-raid siren that goes off every fuckin' night like it's Pearl Harbor. I'm not offended that they act like it's my responsibility to protect their rights to pick on the weak like pack animals, or that we're supposed to support their freedom of speech when they don't give a fuck about yours or mine.
Office Worker: So, you're against free speech now? That's in the Bill of Rights, man.,The character that tries to buy Roxy at the diner is listed as ""The Pancake Eating Pedophile"".,Featured in WhatCulture Originals: 9 Awesome Films That Never Got The Cult Following They Deserved (2021),Beat the Devil's Tattoo
Written and performed by Black Rebel Motorcycle Club,This movie is great,intelligent,funny at times,saddening at other times.

Acting by Joel Murray was brilliant.I don't recognize Ms Tara Lynne Barr but I predict for her a bright full acting career.

The movie asks why American people turned into aggressive,mean,unrelenting,hellbent on hurting others creatures.

And why American children became ill-behaved,spoiled,nightmare begins.

It may force to think about things in live,or it may not.it all depends on your character,your way of life.

But believe me,you should watch that movie.,"
94018,2012-05-18,Battleship,Brooklyn Decker|Rihanna|Alexander Skarsgård|Taylor Kitsch,Peter Berg,Action|Sci-Fi|Thriller|IMAX,5.9,Battleship,"The veterans of the U.S.S. Missouri that Stone Hopper mentions are real life vets of the U.S.S. Missouri. Some served in World War II.,When the full reverse command was given, an underwater view showed the propellers reversing their rotation. Arleigh Burke destroyers utilize reversible pitch propellers and therefore do not change their rotational direction during reversing maneuvers, they simply change the pitch of the blades to provide reversing thrust.,Captain Yugi Nagata: We're going to die!
Alex Hopper: We are going to die. You're going to die, I'm going to die, we're all going to die... just not today.,There is an additional final scene after the end credits.,Featured in Projector: Battleship (2012),Interstate Love Song
Written by Dean DeLeo, Robert DeLeo, Eric Kretz and Scott Weiland
Performed by Stone Temple Pilots
Courtesy of Atlantic Recording Corp.
By Arrangement with Warner Music Group Film & TV Licensing,Heaven help me! I liked this movie, now I am going to be one of the few who did. As you can see from the other reviews a lot of people didn't like this movie, so why did I?

1. I came in with low expectations - I was expecting something horrible, boring, long and pointless, but despite myself I liked it, I laughed at the jokes, I connected with the actors (yes, Rihanna too), I was excited by the action and while clichés the plot held my interest

2. The actors did a good job with what they were given - Taylor Kitsch did a good job, Rihanna wasn't that bad, I dare say good, in her role. She was there, she didn't try to chew the scenery, she did her job as an actor/secondary character and it didn't bother me. I give her kudos

3. lost in translation? - you try to make a game into a movie and you want to put parts of them game in it? Not easy, a little cheesy? Of course, but fun? Yes, fun, enjoyable, and in the end it was a part of the story that wasn't as forced as it could have been.

So in conclusion, ""Battleship"" is a fun, corny, typical summer movie that I like but as you see a lot of people didn't. I think it is a guilty pleasure, something to be enjoyed by the few but annoyed by the rest. In the end I can only suggest this - go in with low expectations, expect a little over the top patriotism like in ""Act of Valor"" ( but not so heavy), and don't think about it. The movie is not without its flaws or questionable logic, but as it was said so well in another movie - ""I suggest you don't think about it and just enjoy the ride"","
94864,2012-06-08,Prometheus,Noomi Rapace|Michael Fassbender|Idris Elba|Charlize Theron,Ridley Scott,Action|Horror|Sci-Fi|IMAX,7.0,Prometheus,"Cinema legend Ridley Scott has directed several iconic film masterpieces. See how IMDb users rank all of his feature films as director.,Composer Marc Streitenfeld had the orchestra play his compositions backwards, and then digitally reversed the compositions for the final film. This made the music sound unusual and unsettling, which he felt was right for the film.,A CO2 concentration of 3% in the atmosphere is still not a lethal amount for human beings. Only after 5% does it become toxic. However, Ford actually states that the CO2 levels are *over* 3%, suggesting that was the minimum amount the preliminary sensors had detected.,David: Big things have small beginnings.,There is a statement at the end of the closing credits: ""Previous Footage Property of Weyland Corp. Building Better Worlds Since 10.11.12. weylandindustries.com/timeline"",The film's 70mm and Digital IMAX 3D release was presented open-matte, at an aspect ratio of 1.90:1, meaning more information was in the frame for the entire film.,Edited into Sensible Cinema: Prometheus (2016),Prelude for Piano No. 15 in D Flat Major, Op. 28 No. 15
Written by Frédéric Chopin,Prometheus is one of the most underrated and misunderstood science fiction movies in recent memory. Do NOT view this as a prequel to Alien. It is part of the same universe, but while the first 4 are action/horror films, Prometheus is a sci-fi adventure that explores the origins of mankind. This concept is something I've always wanted to see put to screen, and Prometheus delivers so well that I'm enthralled by it no matter how many times I watch it. The cinematography and score are Oscar worthy, and the direction and visuals are near perfect. I believe Prometheus would be much higher rated if more people went into it with an open mind. The first Alien did have mixed reviews upon initial release, and now it is an all time classic. I really think that one day Prometheus will have the same status, and I hope the sequels are more appreciated.,"
94896,2012-06-22,Bernie,Jack Black|Matthew McConaughey|Shirley MacLaine|Brady Coleman,Richard Linklater,Comedy|Crime|Drama,6.8,Bernie,
95167,2012-06-22,Brave,Kelly Macdonald|Billy Connolly|Julie Walters|Emma Thompson,Brenda Chapman| Steve Purcell|Mark Andrews,Children|Adventure|Animation|Action,7.2,Brave,"Kevin McKidd was particularly happy to work on this project because it was the first time in years that he'd been able to use his natural Scottish accent in a movie.,(at around 7 mins) When Merida hops on her horse and takes her ""day off"" she is wearing a royal blue dress. However, when she climbs the rock next to the falls, and on the top of the rock, her dress is dark green. When she goes back home, she is wearing a blue dress again.,Princess Merida: [last lines; narrating] There are those who say fate is something beyond our command. That destiny is not our own, but I know better. Our fate lives within us, you only have to be brave enough to see it.,When Mor'du is killed towards the end of the film he turns into a will o' the wisp and we realise that they are the spirits of the dead. During the credits a will o' the wisp appears over the credit ""dedicated with love and gratitude to Steve Jobs, our partner, mentor and friend."",Featured in AniMat's Reviews: Cars 2 (2011),Noble Maiden Fair
Music by Patrick Doyle
Lyrics by Patrick Neil Doyle
Performed by Emma Thompson and Peigi Barker
Gaelic translation by Donald MacLeod,While I must admit that ""Brave"" is not among my favorite Pixar films, I was totally blown away by the computer graphics. To some extent this is to be expected--as years pass, the CGI is bound to get better and better. But it's more than that--the textures, colors and depth were all incredible and I was in love with the animation throughout.

As far as the story goes, it was a mixed bag. While I was thrilled to see a Pixar film with female leads AND featuring a mother-daughter relationship, the story itself seemed a bit shallow and flat. It wasn't bad, but never hit that emotional spot within that you'd find in ""Up"" or ""Toy Story 3"". Now this isn't to say it's bad---it just isn't among the very best of the studio and is STILL well worth seeing. It's especially nice to see a FEMALE protagonist--and one who does NOT need to be rescued by a prince! Incidentally, my daughter and her friend loved the film--and my bet is that girls would generally prefer this film but it's a lot of fun for everyone.

By the way, there is a cute inside joke in the film in which they mention someone being out of town at the ""Wicker Man"" ceremony! This could be a reference to the wonderful 1970s film (see this one--not the remake) or to the actual ancient ceremony. I actually had no idea that this was a real event until dlwagner sent me an email informing me of this--but I certainly did NOT expect to hear them talking about it in ""Brave"".,"
95558,2012-07-05,Beasts of the Southern Wild,Lowell Landes|Quvenzhané Wallis|Dwight Henry|Levy Easterly,Benh Zeitlin,Drama|Fantasy,7.3,Beasts of the Southern Wild,"On the film's very first day of shooting in the fictional ""Bathtub"" location outside of New Orleans, the BP oil rig explosion and the start of the massive spill occurred. For most of the shoot in nearby waters, Benh Zeitlin and his crew had to maneuver in and around the clean-up operations.,During the height of the hurricane scene, Wink challenges the storm, with his rifle, as a means of comforting Hushpuppy and alleviating her fears. While he is outside in the hurricane winds and rain, only the trees in his immediate vicinity are violently moving. Trees in the background (perhaps beyond the reach of a wind fan) are perfectly still.,[last lines]
Hushpuppy: When it all goes quiet behind my eyes, I see everything that made me lying around in invisible pieces. When I look too hard, it goes away. And when it all goes quiet, I see they are right here. I see that I'm a little piece in a big, big universe. And that makes things right. When I die, the scientists of the future, they're gonna find it all. They gonna know, once there was a Hushpuppy, and she live with her daddy in the Bathtub.,Featured in The Big Review: Summer Trailer Park Series (2012),Valse De Balfa
Performed by The Lost Bayou Ramblers
Written by Will Balfa
Published by Flat Town Music Company (BMI),the first temptation is to compare it with other films about same theme. and you discover it is unique. unique because it is a fantastic translation of the refuges and visions and creativity and courage of an unique age. than for an extraordinary child actor. not the last, for the feel to be part of film. to see the landscapes, to touch the things, to be near the courageous girl, to hope save the situation of the poor father. it is a dream and a fairy tale and a seductive pledge to see, for other side, the life. it reminds the drawings of children, always more serious and realistic than you imagine its. and this small detail, the tension, the powerful flavor of freedom impose ""Beasts of the Southern Wild"" as something real special. maybe an experience. maybe vehicle to memories. maybe total show. maybe rediscover of territories living inside us.,"
95858,2001-11-02,For the Birds,Ralph Eggleston,Ralph Eggleston,Children|Animation|Comedy,8.2,For the Birds,"Lions, and tigers, and ... alligators? Check out our list of some of the greatest ""When Animals Attack"" movies.,When audiences left the U.K. premiere at the Odeon, Leicester Square, London, they were greeted by the sound of screeching and flapping birds from loudspeakers hidden in the trees to scare them further.,After two birds break the glass on the phone booth, it appears that the glass isn't shattered when Melanie is grabbed out of it.,Mother in Diner: [to Melanie] Why are they doing this? Why are they doing this? They said when you got here the whole thing started. Who are you? What are you? Where did you come from? I think you're the cause of all of this. I think you're evil. EVIL!,There were no ending credits. And in the opening credits the title ""THE BIRDS"" was slowly pecked away by the passing crows.,Edited into Cada ver es... (1981),Rissle-dy, Rossle-dy
(uncredited)
(""I married my wife in the month of June"")
Derived from the traditional Scottish folk song ""The Wee Cooper o'Fife""
Additional lyrics by Evan Hunter
Sung by the schoolchildren,What if..... imagine the unthinkable happened, and all of a sudden, The Birds attacked....

You have to hand it to Hitchcock, he knew how to scare people, by taking the ordinary, the everyday, and twisting it around, and making it scary, he did that pretty much to perfection here.

So the first half of the movie is slow, it's almost sedate, not a lot actually happens, however the second half is completely different, you can only imagine what audiences back in 1963 thought, as of 2022 it still terrifies.

It looks really good, the special effects for the time actually hold up very well.

Tippi Hedren is impressive as Melanie, it's a very sincere, strong performance.

The next time you put some bird food out for the jackdaws and magpies.....just wonder what if, what if the unthinkable did actually happen!

Great hooror from the real master of suspense, 9/10.,"
96114,2012-05-17,Brake,Chyler Leigh|Tom Berenger|JR Bourne|Stephen Dorff,Gabe Torres,Thriller|Crime,6.1,Brake,
96373,2013-03-08,Broken,Cillian Murphy|Lily James|Tim Roth|Eloise Laurence,Rufus Norris,Drama,7.3,Broken,"Lead Eloise Laurence sings the song in the beginning and in the end herself.,In the first few minutes, when one of the twins throw a bag with an unknown substance at Skunk, it misses her and lands beside a cyclist. From the angle of the throw and the position of the various people, the cyclist should have run right into the twins, and at the very least scolded them. Yet there are no consequences to their action.,Skunk: What would you do if I died, Dad?
Archie: I can't even answer that question.
Skunk: Would you cry?
Archie: Uh-huh.,Featured in WatchMojo: Top 10 Father and Daughter Movies (2014),Colours
Written by Damon Albarn (as Albarn), Alex James (as James) and Dave Rowntree (as Rowntree)
Additional lyrics by Rufus Norris
Performed by Electric Wave Bureau
Produced by Electric Wave Bureau
Vocals by,'Broken' is a film about a young girl named skunk, her life is turned upside down after witnessing a violent incident happen to one of her neighbours. From then one things go from bad to worse amongst the neighbourhood and her own family.

This film is acting debut of Eloise Laurence who plays Skunk, she is faultless. She keeps Skunks emotions right on the edge of her sleeves which makes her performance more real. When you look at her you can't help but smile even when it's a serious scene, she is just so cute and so amazingly talented. I hope to see her more in the future.

Tim Roth plays Skunk's dad Archie. As always Tim is amazing, he really brings all the emotions a father would feel towards his daughter and puts it into his performance and let's face it, who wouldn't want Tim Roth as their on-screen father? Cillian Murphy plays Mike, the boyfriend of their au pair Kasia, he also becomes Skunk's teacher. Murphy plays Mike as the most loyal/devoted boyfriend who anyone would want, Which makes him a really likable character and even comes to Skunk's rescue which I think any girl would want. You really feel for him when things turn upside down on him, and want to reach out a give him a hug. Plus he keeps is Irish accent for this one! 'Broken' is a film full of emotions, be them happy, sad, anger or love. This film is an emotional roller-coaster ride with some brilliant actors and some wonderful singing from the lead lady herself.,"
97304,2012-10-12,Argo,Ben Affleck|John Goodman|Alan Arkin|Bryan Cranston,Ben Affleck,Drama|Thriller,7.8,Argo,"In an interview with Piers Morgan, former President Jimmy Carter said that he believes the film was a ""great drama"", and it deserved to win an Oscar for best film. However, Carter noted that although ""ninety percent of the contributions to the ideas, and the consummation of the plan was Canadian"", the film ""gives almost full credit to the American C.I.A. With that exception, the movie's very good,"" Carter said, but ""the main hero, in my opinion, was Ken Taylor, who was the Canadian ambassador, who orchestrated the entire process."",It is stated that the British and New Zealand embassies refused to help staff from the American embassy. This was not true. Both the British and the New Zealand embassies sheltered the Americans, then helped to pass them on to the Canadians. Britain's Arthur Wyatt was later awarded the Companion of the Order of St. Michael and St. George for the risks that he took.,LA Times Reporter: What does the title refer to?
Lester Siegel: The Argo. You know, it's the thing.
LA Times Reporter: Like Jason and the Golden Fleece, or what?
Lester Siegel: No, no. It's the ship. It's the spaceship. It goes everywhere. It goes all throughout space.
LA Times Reporter: So, it's Argonaut.,Past the photos of cast members and the real people they play, there's audio from an interview with then-President Jimmy Carter talking about the crisis.,After it screened at the Toronto International Film Festival, the postscript at the end credits was changed because it was felt that it slighted Canada's involvement in the rescue of the American hostages.,Featured in The Tonight Show with Jay Leno: Episode #21.11 (2012),Upside Down
from In the Valley of Elah (2007)
Written by Mark Isham
Courtesy of Warner Bros. Entertainment Inc./Summit Entertainment, LLC,Argo interested me not only because it was rather breathlessly discussed by critics when it came to ""best film of 2012"" time, but also because it was a true story that I knew nothing about – from detail to the ending it was all news to me. Watching it I still took it with a pinch of salt simply because I think it is wrong to approach any fictionalized version of a true story and assume that it is entirely gospel. The film walks a fine line between the dramatic and the absurd, almost to the point where if you left the cinema during one scene and then returned during another, you would be forgiven for thinking you'd come back into the wrong screen. It does this but yet it mostly pulls it off.

The film opens with an American embassy in Iran being stormed and the majority of people taken hostage, except a small group who flee to the home of the Canadian Ambassador and are hidden. The story is then about the extradition of this small group, before the Iranians work out that they are missing and hunt them down; with options limited, the plan is to send an agent into Iran posing as someone scouting for locations for a movie – and then leave the country with the small group acting as his colleagues and peers. This involves doing more than saying it out loud as it has to pass muster with the Iranians – so the CIA works with a Hollywood writer and a producer to greenlight a film, sell it to the press and take their small production into Iran. In telling the story the film pretty much plays it straight and allows the scenario to be whatever it is – so when it is a press junket then it is amusingly absurd but while it is in an Iranian airport it is really tense and the stakes are apparent. This approach works pretty well because it lets the film have these extremes alongside one another without one undercutting the other. The downside is that it does occasionally mean that the telling feels quite ""ordinary"" as it lacks an individual voice to the delivery – not boring by any means, but just surprisingly straight in the telling.

This can be seen in the cast because mostly there are not really characters here, since the film focuses on events and doesn't leave a lot of time for the people (understandably). Affleck doesn't really work in the lead and I'm not sure why he cast him; he is OK but his presence is not all it needed to be in such a straight film. The various hostages in Iran don't really make an impression beyond them being just that, but there is color provided by solid turns from Goodman, Cranston, Arkin and a few others. As director Affleck does a good job to make the mix of content work so well, but the real credit to the production is how of the period it feels – there is nothing that really seems out of place, from office to street it feels like it was filmed back in the late 70s.

Argo is an effective and engaging story that works partly because the telling is straight enough to let the events be however they are (absurd, tense, whatever). However this straight bat does also limit the film by making it feel a little ordinary in the delivery, without much flair or individual style to the telling, even if the attention to period is really well done.,"
97742,2012-10-19,Alex Cross,Tyler Perry|Edward Burns|Matthew Fox|Jean Reno,Rob Cohen,Action|Thriller|Mystery|Crime,5.1,Alex Cross,"There are references in the novel ""Cross"" to both Morgan Freeman and Tyler Perry. The reference to Freeman may be homage to his role as Alex Cross in Kiss the Girls (1997) and Along Came a Spider (2001).,Fan Yau Lee's dossier states that she received an MBA from a university in Shanghai, China and was then awarded a ""Rhodes Scholarship"". Rhodes Scholarships are awarded to deserving individuals from fourteen specified geographic constituencies. Mostly, these geographic constituencies are present or former commonwealth countries of the United Kingdom. None of them are in China.,Picasso: Confucius said, ""When setting off on a path of revenge, dig two graves.""
Alex Cross: That's fine with me as long as you're in one of them.,Featured in The Big Review: Fall Trailer Park (2012),All Our Secrets Are the Same
Written by Rob Cohen (as Rob Cashulin), Randy Edelman, and Jackie DeShannon
Performed by Jackie DeShannon
On Camera Piano Solo by Yara Shahidi,I have not ready the books or seen either of the previous films. Also I have only seen parts of Tyler Perry's other movies and that was enough to let me know I didn't want to watch any more. That being said, I felt that Tyler Perry's performance was very believable and very different than what I was expecting. At points in the film he is a bad-ass (albeit a bit overweight, but hey not all heroes hit the treadmill) and at others he is quite likable. He has some some quick and funny dialogue that he looked very at home with. All in all I now believe he is a pretty decent actor especially when comparing to his other ""characters.""

Matthew Fox plays an intense dude. Check out the images section to see what I'm talking about. He plays the insanity factor pretty hard and at times feels like he is nearing the ""full retard"" line but he never quite jumps the shark. It's sort of hit and miss. At times it's extremely effective and at others it seems a bit overdone. As a whole, pretty effective, and definitely crazy.

I liked Edward Burns as Alex's partner and Rachel Nicols as the third in their team. I was disappointed with basically everything else in the movie. Acting was for the rest of the characters pretty downright bad (with the exception of Dr. Cox who was acceptable). The stunts, aside from a cool fight scene in a business office, were pretty lame. The cinematography was average. The script was too heavy handed and convenient. The dialogue was good but the situations were not so much. It sort of felt like they were trying too hard to be gritty and raw.

Seriously though Tyler Perry is BY FAR better than you are expecting. Go see it just to have your perception of him shattered a bit.,"
